Test-ID|Average|Prototype|5.0%|95.0%|E
C-36.19|2.23e-05|1.34e-04|1.18e-05|4.17e-05|0.0191
D-32.29|1.29e-05|1.29e-05|1.34e-06|1.52e-04|0.0000
A-31.16|3.98e-07|2.39e-06|2.22e-08|9.42e-06|0.0105
E-20.7|2.51e-04|2.51e-04|5.10e-05|1.03e-03|0.0000
A-34.120|2.50e-03|2.50e-03|8.08e-04|6.48e-03|0.0000
C-60.2|1.46e-06|8.78e-06|2.94e-07|6.33e-06|0.0001
E-22.12|7.54e-02|7.54e-02|5.55e-04|1.70e+01|0.0366
E-20.136|5.30e-06|5.30e-06|1.06e-06|2.32e-05|0.0113
D-43.80|5.79e-03|5.79e-03|4.25e-03|8.29e-03|0.0082
A-35.84|2.66e-05|2.42e-04|1.75e-05|4.17e-05|0.0033
C-8.7|9.53e-06|1.05e-04|4.55e-06|2.17e-05|0.0000
D-22.58|1.72e-05|1.72e-05|4.96e-06|5.46e-05|0.0000
G-2.261|3.86e-07|4.24e-06|2.80e-07|5.79e-07|0.0000
E-15.564|8.24e-06|2.88e-05|6.72e-07|8.96e-05|0.0000
A-2.52|5.80e-05|2.90e-04|3.46e-05|9.69e-05|0.0030
F-28.45|9.96e-06|9.96e-06|4.63e-06|1.97e-05|0.0002
F-11.207|1.44e-03|1.44e-03|7.68e-04|2.68e-03|0.4025
E-15.49|1.56e-05|5.45e-05|1.19e-06|1.79e-04|0.0000
D-43.292|1.26e-02|1.26e-02|9.38e-03|1.68e-02|0.2269
D-5.3|4.78e-05|4.78e-05|3.25e-05|6.70e-05|0.0000
F-35.40|1.39e-04|1.39e-04|7.31e-05|2.48e-04|0.0000
E-30.16|6.62e-05|2.99e-04|2.54e-05|2.08e-04|0.0896
C-27.14|9.70e-06|1.07e-04|3.83e-06|2.16e-05|0.0003
D-31.4|4.63e-05|4.63e-05|2.09e-05|1.09e-04|0.0984
E-7.43|4.13e-06|4.13e-06|2.47e-06|6.61e-06|0.0000
F-28.43|6.52e-05|6.52e-05|3.66e-05|1.09e-04|0.0000
C-50.10|8.51e-07|5.10e-06|1.92e-07|3.94e-06|0.0000
C-6.13|4.16e-06|2.50e-05|2.43e-06|7.57e-06|0.0002
G-15.49|6.65e-07|6.65e-07|4.09e-07|1.14e-06|0.0006
D-43.237|4.99e-03|4.99e-03|3.86e-03|6.56e-03|0.0061
D-43.11|5.80e-04|5.80e-04|2.13e-04|1.45e-03|0.0119
E-15.585|1.34e-07|4.69e-07|6.80e-09|2.04e-06|0.0000
A-42.55|9.33e-07|4.04e-06|2.22e-07|3.21e-06|0.0007
F-38.188|1.44e-06|1.44e-06|6.36e-07|3.35e-06|0.0040
F-38.164|1.01e-06|1.01e-06|4.65e-07|2.32e-06|0.0002
A-35.3|2.88e-05|2.47e-04|1.86e-05|4.32e-05|0.0017
E-15.507|6.46e-07|2.26e-06|3.05e-08|1.08e-05|0.0000
G-2.237|9.65e-08|1.06e-06|5.55e-08|1.68e-07|0.0000
D-9.22|4.95e-06|4.95e-06|9.80e-07|2.56e-05|0.0000
G-3.244|8.50e-07|9.35e-06|4.94e-07|1.34e-06|0.0141
E-20.98|3.03e-07|3.03e-07|3.94e-08|2.39e-06|0.0003
A-41.89|1.79e-07|5.54e-06|6.25e-09|6.17e-06|0.0000
C-8.1|5.05e-04|6.37e-04|2.42e-04|1.14e-03|0.0188
G-4.9|3.41e-05|2.57e-04|2.48e-05|4.82e-05|0.0354
C-26.8|5.17e-05|2.82e-04|2.50e-05|1.05e-04|0.0000
D-9.81|6.24e-06|6.24e-06|8.13e-07|8.06e-05|0.0000
D-24.22|9.57e-03|9.57e-03|3.84e-03|2.37e-02|0.2706
F-33.28|2.61e-07|2.61e-07|4.51e-09|1.56e-05|0.0000
F-12.9|9.59e-05|9.59e-05|4.14e-05|2.23e-04|0.0120
D-38.9|8.44e-07|8.44e-07|4.13e-07|1.92e-06|0.0019
F-4.6|2.56e-05|2.56e-05|1.36e-05|5.03e-05|0.0017
F-38.68|3.10e-07|3.10e-07|1.73e-07|5.81e-07|0.0000
D-38.10|1.67e-06|1.67e-06|8.78e-07|3.25e-06|0.0018
D-21.17|7.68e-05|7.68e-05|1.58e-05|3.68e-04|0.0054
G-4.64|4.12e-05|2.68e-04|2.89e-05|5.62e-05|0.0000
A-35.96|3.87e-05|2.65e-04|2.49e-05|5.68e-05|0.0016
F-38.121|7.49e-05|7.49e-05|4.02e-05|1.41e-04|0.0000
A-34.161|4.64e-05|2.76e-04|2.39e-05|8.71e-05|0.0000
D-42.35|4.71e-04|4.71e-04|1.83e-04|1.11e-03|0.0000
D-44.56|1.82e-05|1.82e-05|9.96e-06|3.53e-05|0.0000
A-33.1|1.20e-05|1.32e-04|4.33e-06|3.20e-05|0.0000
E-15.145|8.01e-07|2.80e-06|2.72e-08|2.09e-05|0.0000
G-4.49|4.26e-06|4.68e-05|3.30e-06|5.43e-06|0.0000
G-3.33|5.01e-06|5.51e-05|3.11e-06|7.78e-06|0.0000
G-2.90|1.93e-05|2.12e-04|1.26e-05|2.86e-05|0.0154
C-28.21|1.49e-06|6.47e-06|6.32e-07|3.43e-06|0.0000
D-43.223|1.21e-02|1.21e-02|9.44e-03|1.58e-02|0.1382
A-35.9|8.04e-04|8.95e-04|5.14e-04|1.16e-03|0.0012
F-35.43|1.63e-04|1.63e-04|8.32e-05|3.03e-04|0.0000
G-15.69|1.69e-05|1.69e-05|1.03e-05|2.63e-05|0.0028
D-21.27|1.50e-03|1.50e-03|6.26e-04|3.39e-03|0.0050
A-35.80|3.87e-05|2.65e-04|2.49e-05|5.68e-05|0.0016
E-20.108|8.13e-05|8.13e-05|1.90e-05|3.07e-04|0.0000
D-22.217|1.54e-03|1.54e-03|5.57e-04|4.82e-03|0.0000
D-42.154|1.23e-06|1.23e-06|1.07e-09|1.91e-02|0.0000
A-3.25|1.42e-06|1.57e-05|1.04e-06|1.95e-06|0.0000
D-44.55|1.15e-03|1.15e-03|6.18e-04|1.94e-03|0.0000
E-47.59|2.14e-05|2.14e-05|3.33e-08|1.15e-02|0.0003
E-48.42|2.13e-04|2.13e-04|9.38e-05|4.50e-04|0.0000
F-21.13|2.88e-05|2.88e-05|1.27e-05|6.44e-05|0.0000
G-15.59|1.41e-05|1.41e-05|9.17e-06|2.22e-05|0.0000
E-15.43|6.69e-07|2.34e-06|1.63e-08|2.49e-05|0.0035
E-15.231|5.03e-07|1.76e-06|5.98e-09|2.52e-05|0.0000
F-32.21|8.26e-06|8.26e-06|2.53e-06|2.50e-05|0.0000
D-44.53|3.81e-04|3.81e-04|1.99e-04|7.05e-04|0.0000
D-43.84|2.85e-03|2.85e-03|1.71e-03|5.02e-03|0.1065
D-22.164|2.52e-04|2.52e-04|1.12e-04|6.80e-04|0.0000
D-43.143|8.53e-03|8.53e-03|7.04e-03|1.02e-02|0.0562
A-2.13|8.82e-07|5.29e-06|3.48e-07|2.40e-06|0.0328
D-22.206|2.50e-03|2.50e-03|1.12e-03|5.87e-03|0.0014
E-48.87|1.87e-04|1.87e-04|5.25e-05|5.49e-04|0.0000
A-35.18|1.45e-05|1.60e-04|9.90e-06|2.13e-05|0.0074
G-22.50|8.10e-07|8.91e-06|6.75e-08|9.09e-06|0.0000
G-3.56|1.78e-05|1.95e-04|1.25e-05|2.65e-05|0.0000
E-15.344|5.14e-06|1.80e-05|1.69e-07|1.13e-04|0.0001
E-20.92|1.95e-05|1.95e-05|5.13e-06|7.35e-05|0.0001
F-33.30|4.11e-07|4.11e-07|2.04e-08|8.61e-06|0.0000
C-38.8|5.39e-05|2.85e-04|2.09e-05|1.27e-04|0.0020
D-22.35|2.63e-03|2.63e-03|1.02e-03|6.00e-03|0.0000
D-43.344|2.55e-03|2.55e-03|1.98e-03|3.27e-03|0.0407
C-50.24|1.01e-06|6.08e-06|6.96e-08|1.79e-05|0.0001
C-5.7|9.50e-06|5.70e-05|3.94e-06|2.30e-05|0.0001
D-20.75|6.44e-05|6.44e-05|2.22e-05|1.85e-04|0.1424
C-61.16|1.19e-04|3.44e-04|6.17e-05|2.32e-04|0.0000
F-30.9|1.01e-06|1.01e-06|2.23e-07|4.16e-06|0.0000
D-26.55|8.65e-04|8.65e-04|5.35e-04|1.41e-03|0.0205
A-41.23|6.71e-06|1.61e-04|1.10e-07|2.38e-04|0.0955
D-42.7|2.25e-06|2.25e-06|8.76e-07|5.67e-06|0.0001
A-35.132|6.19e-05|2.94e-04|4.41e-05|8.48e-05|0.0035
E-15.45|3.56e-06|1.25e-05|1.33e-07|7.42e-05|0.0003
G-2.74|3.37e-06|3.70e-05|2.46e-06|4.76e-06|0.0000
E-15.484|5.22e-06|1.83e-05|1.13e-06|1.99e-05|0.0009
A-34.179|2.93e-06|3.22e-05|2.68e-07|5.96e-05|0.0484
A-41.98|1.83e-07|5.66e-06|6.24e-09|6.30e-06|0.0000
C-38.15|1.92e-05|2.22e-04|7.70e-06|4.40e-05|0.0003
G-15.37|9.09e-05|9.09e-05|6.28e-05|1.30e-04|0.0000
C-26.3|5.17e-05|2.82e-04|2.50e-05|1.05e-04|0.0000
F-36.38|2.29e-06|2.29e-06|1.37e-06|3.71e-06|0.0146
E-48.68|1.30e-03|1.30e-03|3.21e-04|4.73e-03|0.0000
E-48.133|1.54e-03|1.54e-03|6.14e-04|4.14e-03|0.0000
F-33.53|5.95e-07|5.95e-07|6.08e-09|1.19e-04|0.0031
E-15.236|5.09e-07|1.78e-06|1.92e-08|1.30e-05|0.0000
D-41.39|4.46e-05|4.46e-05|3.27e-06|7.44e-04|0.0000
A-41.127|1.26e-06|3.91e-05|1.75e-08|6.61e-05|0.0025
A-34.98|1.28e-03|1.28e-03|1.74e-04|1.01e-02|0.0035
D-20.47|1.75e-04|1.75e-04|9.92e-05|3.06e-04|0.0063
G-19.5|4.51e-07|4.51e-07|6.72e-08|2.06e-06|4.4221
G-2.32|2.62e-05|2.41e-04|1.93e-05|3.70e-05|0.0193
A-35.35|8.84e-05|3.19e-04|5.59e-05|1.30e-04|0.0014
D-43.298|8.52e-03|8.52e-03|6.43e-03|1.13e-02|0.2101
C-24.13|8.75e-05|3.18e-04|2.27e-05|2.78e-04|0.0017
B-9.28|1.48e-05|1.62e-04|3.80e-07|6.19e-04|0.0002
G-3.11|2.57e-06|2.82e-05|1.56e-06|4.26e-06|0.0000
E-20.21|2.72e-05|2.72e-05|3.35e-06|1.71e-04|0.0096
D-43.62|1.76e-03|1.76e-03|1.19e-03|2.63e-03|0.0000
C-24.9|3.59e-04|5.20e-04|9.23e-05|1.18e-03|0.0043
F-21.57|1.10e-03|1.10e-03|8.10e-04|1.51e-03|0.5172
G-4.58|7.69e-06|8.46e-05|5.82e-06|1.02e-05|0.0000
C-2.12|1.23e-06|7.38e-06|7.32e-07|2.09e-06|0.0000
F-38.224|1.86e-05|1.86e-05|8.75e-06|4.08e-05|0.0021
A-39.164|7.27e-07|4.36e-06|2.92e-07|1.71e-06|0.0121
D-22.179|6.18e-04|6.18e-04|2.55e-04|1.48e-03|0.0000
F-11.52|2.95e-03|2.95e-03|1.53e-03|5.84e-03|0.4184
D-31.5|1.17e-04|1.17e-04|5.03e-05|2.59e-04|0.0122
D-45.15|1.50e-04|1.50e-04|7.47e-05|2.60e-04|0.0000
G-2.11|4.07e-07|4.48e-06|2.76e-07|5.80e-07|0.0001
D-43.363|5.59e-03|5.59e-03|4.23e-03|7.29e-03|0.0442
F-21.60|2.41e-03|2.41e-03|1.84e-03|3.29e-03|0.1949
E-15.14|1.18e-05|4.13e-05|8.64e-07|1.52e-04|0.0001
G-2.29|1.41e-06|1.55e-05|9.76e-07|2.06e-06|0.0026
C-30.5|6.03e-07|6.64e-06|9.29e-08|3.12e-06|0.0000
E-22.9|1.27e-01|1.27e-01|1.34e-03|2.38e+01|0.0803
D-21.14|1.38e-05|1.38e-05|1.85e-06|9.02e-05|0.0251
E-48.114|1.42e-03|1.42e-03|5.74e-04|3.75e-03|0.0000
A-35.235|2.66e-05|2.42e-04|1.31e-05|5.29e-05|0.0000
E-15.26|2.90e-06|1.01e-05|1.51e-07|3.83e-05|0.0000
E-15.3|2.20e-06|7.69e-06|1.12e-07|2.99e-05|0.0000
D-42.156|1.83e-06|1.83e-06|1.33e-09|1.61e-02|0.0004
E-30.11|4.92e-05|2.79e-04|1.26e-05|1.84e-04|0.0000
C-40.11|3.34e-05|1.45e-04|1.39e-05|7.88e-05|0.0000
D-25.11|3.74e-03|3.74e-03|2.21e-03|6.25e-03|0.0000
E-15.76|4.99e-06|1.75e-05|4.43e-07|5.11e-05|0.0000
A-31.3|1.26e-08|2.64e-07|1.42e-09|1.98e-07|0.2143
E-41.37|6.61e-05|2.31e-04|2.73e-05|1.53e-04|0.0001
A-41.60|1.09e-06|3.39e-05|1.48e-08|5.52e-05|0.0024
D-36.24|1.26e-03|1.26e-03|5.78e-04|2.92e-03|0.0000
D-41.8|1.44e-04|1.44e-04|5.43e-05|3.59e-04|0.0000
F-30.29|2.42e-05|2.42e-05|1.30e-05|4.17e-05|0.0000
E-15.343|1.79e-06|6.27e-06|4.85e-08|5.24e-05|0.0000
D-24.1|3.72e-04|3.72e-04|1.57e-04|8.46e-04|0.0000
F-25.23|9.33e-06|9.33e-06|1.45e-06|7.06e-05|0.0005
G-2.109|2.72e-05|2.43e-04|1.82e-05|3.91e-05|0.0142
D-43.334|7.66e-03|7.66e-03|5.93e-03|1.02e-02|0.2198
F-30.4|1.22e-06|1.22e-06|3.18e-07|4.78e-06|0.0000
F-33.76|2.81e-07|2.81e-07|2.97e-09|1.94e-05|0.0360
D-31.34|5.00e-05|5.00e-05|1.35e-05|1.47e-04|0.3515
F-33.15|1.82e-06|1.82e-06|3.79e-07|8.35e-06|0.0000
G-3.183|1.10e-05|1.21e-04|7.33e-06|1.61e-05|0.0000
G-2.52|2.51e-05|2.38e-04|1.92e-05|3.48e-05|0.0000
D-21.38|1.29e-04|1.29e-04|5.36e-05|3.06e-04|0.0000
F-33.49|2.78e-07|2.78e-07|3.71e-09|2.18e-05|0.0006
D-43.190|7.46e-03|7.46e-03|5.72e-03|9.87e-03|0.0559
A-34.103|8.52e-06|9.37e-05|3.67e-07|2.23e-04|0.0313
D-22.24|1.93e-03|1.93e-03|7.41e-04|4.66e-03|0.0000
E-11.19|7.78e-06|7.78e-06|2.11e-07|1.47e-04|0.0715
D-22.20|9.58e-04|9.58e-04|3.19e-04|3.09e-03|0.0000
E-15.171|3.06e-07|1.07e-06|1.44e-08|4.76e-06|0.0000
F-38.151|1.70e-04|1.70e-04|1.14e-04|2.47e-04|0.0000
A-39.9|6.00e-06|3.60e-05|3.28e-06|1.05e-05|0.0006
D-45.72|7.45e-04|7.45e-04|3.69e-04|1.46e-03|0.0000
F-11.48|2.56e-04|2.56e-04|1.38e-04|4.89e-04|0.0001
D-43.300|1.79e-03|1.79e-03|1.21e-03|2.67e-03|0.1384
F-21.21|9.71e-05|9.71e-05|6.32e-05|1.45e-04|0.0087
G-2.117|8.99e-06|9.88e-05|6.51e-06|1.24e-05|0.0005
F-28.63|2.43e-05|2.43e-05|7.45e-06|7.44e-05|0.0015
D-43.246|4.51e-04|4.51e-04|3.12e-04|6.37e-04|0.0000
A-38.27|6.02e-07|6.62e-06|6.98e-08|6.43e-06|0.0000
F-36.40|7.19e-05|7.19e-05|4.04e-05|1.34e-04|0.0001
F-38.7|3.35e-07|3.35e-07|1.47e-07|6.63e-07|0.0000
F-38.210|2.83e-06|2.83e-06|1.39e-06|4.97e-06|0.0003
D-44.76|1.14e-05|1.14e-05|5.34e-06|2.54e-05|0.0000
C-15.12|5.41e-05|2.85e-04|2.13e-05|1.58e-04|0.0317
A-38.19|5.88e-06|7.94e-05|1.54e-06|2.19e-05|0.0000
A-34.93|6.01e-04|7.18e-04|6.01e-05|7.62e-03|0.0032
D-21.37|2.20e-04|2.20e-04|9.05e-05|5.29e-04|0.0000
E-15.169|2.47e-06|8.65e-06|9.69e-08|4.24e-05|0.0000
C-10.4|2.70e-04|4.53e-04|1.37e-04|5.04e-04|0.0132
C-8.4|3.58e-04|5.20e-04|2.30e-04|5.64e-04|0.0216
D-42.41|8.49e-04|8.49e-04|3.59e-04|2.02e-03|0.0501
E-15.627|7.37e-07|2.58e-06|4.15e-08|1.24e-05|0.0000
F-38.40|3.41e-05|3.41e-05|2.17e-05|5.33e-05|0.0000
E-15.356|4.52e-06|1.58e-05|1.50e-07|1.05e-04|0.0000
G-2.7|1.78e-06|1.96e-05|1.32e-06|2.44e-06|0.0001
F-38.223|1.01e-04|1.01e-04|5.32e-05|1.85e-04|0.0082
E-15.672|6.26e-06|2.19e-05|4.96e-07|6.91e-05|0.0000
C-1.3|2.36e-04|4.28e-04|1.46e-04|3.88e-04|0.0167
D-45.29|1.97e-03|1.97e-03|1.25e-03|2.92e-03|0.0001
C-36.29|4.34e-04|5.79e-04|2.37e-04|7.69e-04|0.0440
D-44.32|2.51e-05|2.51e-05|1.45e-05|4.23e-05|0.0000
F-11.38|5.66e-03|5.66e-03|1.92e-03|1.55e-02|0.7567
D-22.59|2.94e-05|2.94e-05|7.01e-06|1.21e-04|0.0000
D-23.24|8.74e-04|8.74e-04|5.32e-04|1.44e-03|0.0000
F-38.182|4.96e-07|4.96e-07|2.35e-07|1.31e-06|0.0009
A-41.74|9.43e-07|2.92e-05|1.19e-08|4.31e-05|0.0024
F-33.35|4.85e-07|4.85e-07|4.97e-08|4.94e-06|0.0002
D-42.44|3.40e-04|3.40e-04|1.41e-04|7.35e-04|0.0001
E-20.187|5.03e-05|5.03e-05|5.10e-06|5.36e-04|0.1182
F-33.86|2.78e-06|2.78e-06|2.59e-07|2.11e-05|0.0968
A-35.19|1.82e-04|3.89e-04|1.32e-04|2.48e-04|0.0020
A-38.7|4.82e-07|6.51e-06|7.26e-08|4.17e-06|0.0000
D-22.53|1.37e-04|1.37e-04|7.44e-05|2.66e-04|0.0000
D-43.25|4.18e-03|4.18e-03|2.86e-03|6.33e-03|0.0084
D-9.50|2.26e-05|2.26e-05|3.03e-06|1.99e-04|0.0000
G-15.76|2.07e-06|2.07e-06|1.29e-06|3.41e-06|0.0000
F-35.23|2.50e-05|2.50e-05|1.56e-08|1.46e-01|0.0000
A-39.137|4.02e-04|5.54e-04|2.63e-04|6.31e-04|0.0258
A-34.140|1.08e-03|1.08e-03|1.70e-04|6.39e-03|0.0000
C-61.4|6.21e-05|2.94e-04|2.88e-05|1.25e-04|0.0000
F-47.11|6.55e-05|6.55e-05|2.84e-05|1.45e-04|0.0000
C-52.10|8.96e-07|9.86e-06|2.90e-07|2.66e-06|0.0000
A-35.71|2.12e-05|2.28e-04|1.35e-05|3.32e-05|0.0023
G-2.18|7.62e-06|8.38e-05|5.87e-06|1.02e-05|0.0005
A-3.87|7.53e-05|3.07e-04|5.20e-05|1.05e-04|0.0000
A-41.115|1.68e-06|1.85e-05|1.31e-07|1.88e-05|0.0000
A-34.73|3.35e-06|3.69e-05|1.58e-06|7.02e-06|0.0282
E-15.209|4.55e-08|1.59e-07|4.85e-09|3.01e-06|0.0000
A-35.230|1.71e-05|1.88e-04|6.60e-06|4.21e-05|0.0015
F-36.41|6.54e-06|6.54e-06|3.86e-06|1.10e-05|0.0127
A-35.20|6.32e-06|6.95e-05|3.60e-06|1.04e-05|0.0149
G-2.25|1.24e-05|1.37e-04|9.22e-06|1.71e-05|0.0100
A-41.104|1.20e-06|1.32e-05|8.49e-08|1.50e-05|0.0000
D-42.144|4.64e-04|4.64e-04|2.73e-08|7.38e+00|0.6408
E-15.497|3.75e-05|1.31e-04|8.66e-06|1.66e-04|0.0009
D-42.110|1.93e-04|1.93e-04|7.61e-05|4.49e-04|0.0000
E-15.66|2.14e-06|7.47e-06|1.34e-07|2.86e-05|0.0000
G-19.1|1.75e-06|1.75e-06|2.26e-07|7.87e-06|4.7289
C-29.16|8.14e-05|3.13e-04|1.98e-05|3.58e-04|0.0011
E-15.327|1.85e-06|6.48e-06|1.05e-07|2.45e-05|0.0000
C-38.4|1.62e-06|2.59e-05|5.43e-07|4.49e-06|0.0005
D-42.106|8.36e-06|8.36e-06|4.46e-06|1.61e-05|0.0000
A-33.12|4.35e-04|5.80e-04|1.82e-04|1.07e-03|0.0001
D-36.8|2.61e-04|2.61e-04|1.22e-04|6.24e-04|0.0000
D-9.21|5.68e-06|5.68e-06|1.05e-06|3.21e-05|0.0000
G-3.85|9.45e-07|1.04e-05|6.53e-07|1.43e-06|0.0000
E-15.683|1.37e-07|4.81e-07|4.15e-09|4.22e-06|0.0000
C-50.4|3.60e-06|2.16e-05|7.13e-07|2.03e-05|0.0001
E-24.11|6.90e-07|3.45e-06|7.21e-08|7.42e-06|0.1392
E-15.542|5.64e-07|1.97e-06|3.76e-08|9.59e-06|0.0000
E-31.51|1.13e-05|1.24e-04|2.37e-06|6.50e-05|0.0000
A-41.49|9.74e-07|3.02e-05|6.09e-09|7.99e-05|0.0781
G-15.186|2.09e-04|2.09e-04|1.41e-04|3.09e-04|0.0013
D-22.74|3.81e-04|3.81e-04|1.62e-04|8.27e-04|0.1486
D-43.156|2.88e-03|2.88e-03|2.25e-03|3.64e-03|0.0000
E-15.599|7.02e-07|2.46e-06|5.47e-08|9.55e-06|0.0000
A-34.38|7.87e-04|8.79e-04|1.08e-04|6.34e-03|0.0045
A-39.23|1.32e-05|7.92e-05|7.98e-06|2.14e-05|0.0016
A-2.7|1.84e-05|1.10e-04|9.32e-06|3.60e-05|0.0279
A-34.137|2.93e-03|2.93e-03|3.05e-04|2.84e-02|0.0000
A-2.30|1.43e-05|1.57e-04|6.56e-06|3.09e-05|0.0018
A-39.71|1.26e-06|7.54e-06|4.08e-07|3.52e-06|0.0025
D-43.105|8.61e-03|8.61e-03|6.66e-03|1.14e-02|0.0648
E-15.56|7.75e-06|2.71e-05|6.72e-07|8.36e-05|0.0000
D-20.28|5.29e-05|5.29e-05|2.59e-05|1.12e-04|0.0042
C-10.11|3.14e-06|1.89e-05|1.39e-06|7.12e-06|0.0014
D-45.33|2.60e-03|2.60e-03|1.82e-03|3.60e-03|0.0000
A-41.31|1.26e-05|1.97e-04|2.37e-07|4.95e-04|0.0919
D-22.18|5.48e-05|5.48e-05|1.91e-05|1.55e-04|0.0000
F-12.28|2.24e-03|2.24e-03|8.14e-04|5.44e-03|0.5808
E-7.1|4.06e-05|4.06e-05|2.05e-05|7.87e-05|0.0492
A-34.1|9.01e-07|9.91e-06|6.73e-08|1.43e-05|0.1418
E-15.144|3.48e-07|1.22e-06|8.79e-09|9.37e-06|0.0003
D-43.30|5.91e-04|5.91e-04|3.29e-04|1.04e-03|0.0000
A-3.58|7.99e-07|8.79e-06|5.98e-07|1.10e-06|0.0002
D-41.15|4.34e-04|4.34e-04|1.17e-04|1.48e-03|0.0000
D-34.32|3.47e-04|3.47e-04|2.00e-04|5.78e-04|0.0000
E-48.59|6.70e-04|6.70e-04|2.34e-04|1.83e-03|0.0000
F-3.17|9.40e-06|9.40e-06|4.20e-06|2.27e-05|0.0001
A-3.69|1.24e-05|1.36e-04|9.76e-06|1.56e-05|0.0001
A-39.63|5.58e-07|3.35e-06|1.39e-07|1.96e-06|0.0048
C-26.23|1.02e-04|3.30e-04|5.07e-05|1.92e-04|0.0000
D-43.46|6.78e-03|6.78e-03|4.94e-03|9.50e-03|0.1291
C-40.10|1.48e-05|6.42e-05|5.88e-06|3.63e-05|0.0000
A-42.85|2.90e-07|1.26e-06|3.57e-08|2.31e-06|0.0008
F-31.10|6.04e-06|6.04e-06|1.88e-06|1.81e-05|0.0000
B-9.7|1.87e-05|2.05e-04|1.25e-06|2.62e-04|0.0000
D-43.111|3.27e-03|3.27e-03|2.13e-03|4.55e-03|0.0000
D-20.62|4.85e-05|4.85e-05|2.36e-05|9.47e-05|0.0160
G-19.33|4.28e-07|4.28e-07|6.51e-08|3.83e-06|5.0406
F-38.222|1.86e-05|1.86e-05|8.75e-06|4.08e-05|0.0021
A-36.19|4.82e-07|5.30e-06|8.33e-08|2.68e-06|0.0045
D-45.66|6.48e-04|6.48e-04|3.52e-04|1.07e-03|0.0000
G-3.249|1.73e-07|1.90e-06|9.47e-08|3.19e-07|0.0017
E-20.15|5.80e-08|5.80e-08|1.53e-08|2.37e-07|0.0240
A-3.22|3.60e-07|3.96e-06|2.42e-07|5.29e-07|0.0002
A-42.64|7.18e-07|7.89e-06|9.91e-08|5.71e-06|0.0000
G-15.33|3.04e-05|3.04e-05|1.87e-05|4.94e-05|0.0000
D-35.8|4.77e-04|4.77e-04|4.44e-05|6.02e-03|0.0000
E-15.220|2.64e-06|9.25e-06|1.62e-07|3.27e-05|0.0000
D-30.53|3.38e-05|3.38e-05|1.36e-05|8.45e-05|0.0006
E-48.113|4.15e-04|4.15e-04|1.37e-04|1.21e-03|0.0000
D-22.230|5.21e-04|5.21e-04|2.19e-04|1.21e-03|0.2432
G-2.70|9.46e-06|1.04e-04|7.03e-06|1.31e-05|0.0000
D-20.66|2.83e-06|2.83e-06|1.20e-06|6.53e-06|0.0331
D-43.324|6.72e-03|6.72e-03|5.13e-03|8.77e-03|0.0486
C-5.6|1.68e-05|1.01e-04|8.28e-06|3.26e-05|0.0000
D-43.218|2.39e-03|2.39e-03|1.58e-03|3.70e-03|0.1240
D-35.7|7.70e-06|7.70e-06|5.74e-08|8.66e-04|0.0001
A-35.223|3.57e-06|3.92e-05|1.78e-06|7.02e-06|0.0008
A-39.143|3.33e-06|2.00e-05|1.51e-06|7.38e-06|0.0008
A-3.20|1.60e-05|1.76e-04|1.28e-05|2.07e-05|0.0015
C-8.1|9.25e-04|1.00e-03|5.23e-04|1.61e-03|0.0322
G-2.14|1.63e-06|1.79e-05|1.21e-06|2.23e-06|0.0000
D-24.14|3.83e-03|3.83e-03|2.07e-03|7.03e-03|0.0002
E-15.280|1.99e-06|6.95e-06|3.98e-08|8.77e-05|0.0000
A-35.129|5.00e-04|6.33e-04|2.94e-04|7.89e-04|0.0012
C-40.15|6.20e-05|2.69e-04|2.50e-05|1.45e-04|0.0000
A-35.240|9.81e-05|3.27e-04|3.75e-05|2.14e-04|0.0000
G-24.21|8.26e-05|8.26e-05|1.06e-05|4.83e-04|0.1785
D-32.3|1.01e-06|1.01e-06|1.78e-08|1.18e-04|0.0060
E-20.58|1.95e-08|1.95e-08|5.69e-10|1.83e-06|0.2392
E-15.582|5.62e-06|1.97e-05|5.89e-07|5.06e-05|0.0000
F-12.16|3.67e-05|3.67e-05|1.55e-05|8.73e-05|0.0058
C-60.24|5.62e-06|3.37e-05|1.11e-06|2.50e-05|0.0000
A-34.87|4.64e-05|2.76e-04|2.39e-05|8.71e-05|0.0000
D-20.37|1.01e-06|1.01e-06|3.87e-07|2.83e-06|0.0344
E-11.21|1.53e-04|1.53e-04|3.21e-06|4.25e-03|0.0727
F-21.62|2.41e-03|2.41e-03|1.84e-03|3.29e-03|0.1949
F-38.84|4.41e-04|4.41e-04|2.38e-04|8.69e-04|0.0008
F-31.1|1.76e-06|1.76e-06|4.51e-07|7.18e-06|0.0000
E-15.323|1.03e-06|3.60e-06|7.76e-08|9.63e-06|0.0000
C-48.5|1.14e-06|6.82e-06|3.11e-07|4.59e-06|0.0000
D-43.64|1.38e-02|1.38e-02|1.06e-02|1.78e-02|0.1738
C-27.6|3.41e-06|3.75e-05|1.27e-06|8.25e-06|0.0007
G-3.164|4.22e-06|4.64e-05|3.05e-06|5.89e-06|0.0000
F-3.8|1.39e-04|1.39e-04|8.28e-05|2.32e-04|0.0001
G-2.128|1.92e-06|2.11e-05|1.44e-06|2.62e-06|0.0000
A-34.111|3.35e-06|3.69e-05|1.58e-06|7.02e-06|0.0282
F-11.160|1.25e-03|1.25e-03|4.54e-04|3.10e-03|0.1766
