Test-ID|Average|Prototype|5.0%|95.0%|E
F-47.4|1.06e-04|1.06e-04|4.49e-05|2.47e-04|0.0000
F-47.6|2.83e-06|2.83e-06|9.92e-07|8.14e-06|0.0000
F-47.7|6.47e-05|6.47e-05|2.78e-05|1.41e-04|0.0000
F-47.8|1.06e-04|1.06e-04|4.42e-05|2.54e-04|0.0000
F-47.10|2.82e-06|2.82e-06|9.67e-07|8.50e-06|0.0000
F-47.11|6.55e-05|6.55e-05|2.84e-05|1.45e-04|0.0000
F-47.12|1.06e-04|1.06e-04|4.38e-05|2.57e-04|0.0000
F-47.14|2.84e-06|2.84e-06|1.06e-06|7.67e-06|0.0000
F-47.15|6.45e-05|6.45e-05|2.76e-05|1.39e-04|0.0000
F-47.16|1.06e-04|1.06e-04|4.53e-05|2.46e-04|0.0000
F-47.18|2.87e-04|2.87e-04|1.30e-04|5.40e-04|0.0000
F-47.19|4.08e-04|4.08e-04|1.58e-04|8.85e-04|0.0000
F-48.1|3.43e-05|3.43e-05|1.42e-05|8.60e-05|0.0002
F-48.2|3.48e-04|3.48e-04|1.62e-04|7.57e-04|0.0144
